	score
PRG2	-2.6772416
LIMK2	-2.6773326
KRT6C	-2.6775622
TPM4	-2.6777244
PTAFR	-2.6779544
NR1I3	-2.6785796
GPAM	-2.6786132
C1QA	-2.678773
ZNF28	-2.678794
PNPT1	-2.6790013
BCAN	-2.6792789
CDCP1	-2.6797059
MFN1	-2.679721
G3BP1	-2.6800454
POLE3	-2.6804442
PCK2	-2.6805158
SYTL4	-2.6805906
SUV39H1	-2.680644
CNOT6L	-2.6808028
BTLA	-2.6811008
GCC2	-2.681893
PDXK	-2.6819818
PDGFD	-2.6822033
ANTXR1	-2.6825576
POLR2K	-2.6828122
ESCO1	-2.6832058
SSH1	-2.6837902
MTSS1	-2.683796
TUSC3	-2.6838663
ARHGEF10L	-2.683957
HAVCR1	-2.683979
C6	-2.6841176
GOT1	-2.6843266
ZNF423	-2.6843476
SRRT	-2.6850007
RPA3	-2.685162
UBE2D1	-2.6853783
ITGAE	-2.685501
ALDH6A1	-2.6857255
ADAM15	-2.6858995
DMAP1	-2.6866162
TAF12	-2.687117
SLC12A2	-2.6871896
DAO	-2.6873386
ITIH2	-2.6874583
VAX1	-2.6875386
ZNF334	-2.6876528
GPC1	-2.6878302
RAB6A	-2.6883452
IL10RB	-2.6885188
TGFBI	-2.6885579
ALDH2	-2.6888413
HPS3	-2.689402
MYBPC1	-2.6901884
NDN	-2.6907873
TNFRSF14	-2.6908123
ANXA2	-2.6920428
ENAM	-2.6924777
ARPC3	-2.6930816
OAS2	-2.6931522
HNMT	-2.6932294
MAN1A1	-2.6934736
EIF5	-2.6937284
LHX4	-2.6938078
DSC3	-2.6940515
ABCB4	-2.6944025
DAPK2	-2.694564
LIN54	-2.694777
PHKB	-2.6951861
FAM13A	-2.695695
SLC38A9	-2.6958756
PCYT1B	-2.6959186
AGFG1	-2.696019
CDH7	-2.6964705
ENGASE	-2.6974921
GEMIN5	-2.6976235
MYH13	-2.6977777
PFKL	-2.6980033
CD59	-2.6981723
NBR1	-2.698358
ANKFY1	-2.6984303
FMO2	-2.699141
XIRP1	-2.6993492
AK3	-2.6994462
NLRC5	-2.699863
RTF1	-2.6999636
TNKS1BP1	-2.6999893
SPRY2	-2.700217
COL23A1	-2.700413
FOXP4	-2.7004855
AXL	-2.700869
G3BP2	-2.7009013
MSTN	-2.7009263
KRT14	-2.7010574
STK35	-2.701352
CRX	-2.7015138
GEM	-2.7020695
CAMK4	-2.702107
ALDH1A3	-2.7024682
PHLDA3	-2.702508
EPCAM	-2.703065
STXBP3	-2.7031865
CYP7B1	-2.7038589
LATS2	-2.7041628
SYP	-2.7044947
STARD8	-2.704596
MSX1	-2.7046592
GRHL1	-2.7048867
MYO1A	-2.7050736
PSME3	-2.7051532
MSLN	-2.70516
PAX8	-2.7051752
NAT2	-2.7052653
MAVS	-2.7052956
FBXO11	-2.7062469
IPO8	-2.7062745
BUB3	-2.707706
ACSM1	-2.7077317
NFATC4	-2.7079315
TCHH	-2.708489
WASF1	-2.7085986
PDE4B	-2.7086058
NPY1R	-2.708818
FANCC	-2.7089374
CHRNA1	-2.7093272
COPZ2	-2.709828
RAB11FIP4	-2.7100484
GTPBP4	-2.7101743
TMC6	-2.7101948
ECM1	-2.710368
ABLIM1	-2.7103806
DROSHA	-2.7107596
DTX3L	-2.7107873
LPIN2	-2.7109427
CHRNB4	-2.7109966
CAMK2D	-2.7112837
FGF18	-2.7115428
CMKLR1	-2.7117577
TFR2	-2.7118857
PSMD3	-2.712151
TREM2	-2.7123303
SKIV2L	-2.7123797
KCNN3	-2.712978
MTA3	-2.7130024
DNAJB4	-2.7130735
MAN2A1	-2.713306
PLA2G2A	-2.7133732
POLK	-2.713891
NPM1	-2.7140925
PAQR8	-2.714146
CCDC8	-2.714219
PHF20	-2.7143931
KLHL13	-2.714631
BIN1	-2.7151475
ZNF615	-2.7155757
DENND4A	-2.715645
ENTPD3	-2.7157607
BRSK1	-2.7167106
EFTUD2	-2.716742
ZFYVE9	-2.716839
TRIM17	-2.7174242
FOLR1	-2.717486
MYH2	-2.7176013
DDX39B	-2.7176595
MYT1	-2.71776
HACE1	-2.717775
PRMT1	-2.7192974
MYO7A	-2.7194598
TMOD1	-2.719529
CENPT	-2.7195606
HTR2C	-2.7195783
GRB10	-2.7196321
SHROOM3	-2.7196376
KAT8	-2.719649
IFT88	-2.7196808
B4GALT5	-2.7197309
DNAJB1	-2.7197738
TUB	-2.719852
ATP6AP2	-2.7200525
SCAP	-2.7201753
EYA4	-2.7205286
LRRC8D	-2.7205672
ARSB	-2.7205982
MAP1LC3A	-2.720694
PCOLCE	-2.72086
TAF9B	-2.7211714
DSC2	-2.7212968
AGAP2	-2.7215507
OTUD7B	-2.7216544
DERL2	-2.7223186
MTMR12	-2.7226772
RPH3A	-2.722779
FOXP3	-2.7231634
PFN1	-2.7235713
POLD2	-2.723596
P2RY1	-2.7237074
SLC18A3	-2.7239144
POR	-2.7239268
ESYT1	-2.7245126
ZNF33A	-2.7248824
RAD52	-2.7252932
ADCYAP1	-2.7253847
AMOT	-2.7262566
POLB	-2.726678
DDX17	-2.7267194
SNAPC3	-2.7268786
CDIPT	-2.7268815
NLRC4	-2.727427
ZNF660	-2.727644
GTSE1	-2.727834
NT5C2	-2.7279296
WNT7B	-2.7279603
GCNT2	-2.7281327
ADAMTS7	-2.728437
TMED10	-2.7292314
CDK5	-2.7300515
RPS6KA1	-2.730197
STX11	-2.7302816
MNDA	-2.7305968
FHL2	-2.7306216
KCNJ1	-2.7306423
TTF1	-2.7309208
MUC20	-2.7312229
GYG2	-2.7314167
SMG7	-2.7315645
SUPT4H1	-2.7322783
NUSAP1	-2.7323174
ANGPT4	-2.7324336
CELF2	-2.7324715
BACH1	-2.7326293
PPP1R13B	-2.7327507
PIP5K1A	-2.7329059
MAP3K11	-2.7330897
HSPA6	-2.7332504
KIFC1	-2.733281
SIX3	-2.7333393
CYP27A1	-2.7333558
SPECC1	-2.7335227
DDX50	-2.733825
CARD14	-2.7341857
MIS18BP1	-2.734324
CEACAM6	-2.7343402
SQSTM1	-2.734345
IFNGR1	-2.734577
KCNIP3	-2.734586
SCARB2	-2.735091
PLEKHA7	-2.7355316
ZNF658	-2.7356057
PIAS4	-2.736457
ERF	-2.7367425
MPHOSPH10	-2.7368019
PLEKHG2	-2.737458
KRT18	-2.73772
TBCD	-2.7378159
EDA2R	-2.7379327
ADAM22	-2.7386117
CALCRL	-2.738772
ZNF70	-2.7388737
CPSF3	-2.739037
PLXNC1	-2.7393882
SYNRG	-2.7393956
FXYD3	-2.7394962
KLF4	-2.7396357
RAPGEF2	-2.7398448
RHO	-2.7399468
CKB	-2.7399914
ZNF483	-2.7401106
SESN3	-2.740174
CHST6	-2.7405963
KIR2DL1	-2.7412262
NEK8	-2.7412298
MED12L	-2.7420144
SDR16C5	-2.7422242
CLEC5A	-2.7426214
CHRDL1	-2.7428436
B3GALT5	-2.7436569
KIF17	-2.7437387
PTBP2	-2.7438972
RNF128	-2.7438996
RHOF	-2.744122
B3GAT1	-2.744803
INTS5	-2.7449303
LRAT	-2.7452865
RPL10	-2.7459824
NKX2-1	-2.7459908
USP2	-2.7461715
MAPK8IP3	-2.746389
MBP	-2.7465355
MED26	-2.746619
PIK3R3	-2.747172
GRK5	-2.7471838
TDO2	-2.7472262
FGF12	-2.7474358
CACNG4	-2.7475998
ALG1	-2.747615
PTPN3	-2.7483592
P2RX7	-2.7484488
TRPC3	-2.7484539
LMAN1	-2.748532
MPP2	-2.748627
CHRNA4	-2.7487867
FNBP1	-2.7490127
ATP11A	-2.7490423
RPRD2	-2.7490842
HYOU1	-2.7495158
UGT2B11	-2.7502222
GZMB	-2.7504148
PIK3R6	-2.7505744
KITLG	-2.750754
EGLN3	-2.7509015
MARS2	-2.7509239
WNK4	-2.751139
SSRP1	-2.7516723
ARAP2	-2.7521024
ZNF716	-2.7524996
BLK	-2.7537684
MFSD2A	-2.7539651
NKX2-2	-2.754484
PMPCB	-2.7546074
ST3GAL6	-2.754664
CLGN	-2.7549348
QPCT	-2.7558937
CHIT1	-2.7565923
TAF9	-2.7575648
FNDC5	-2.757616
KCNN4	-2.7579038
MAP3K8	-2.7579677
NKX2-5	-2.7582588
ZNF3	-2.7584896
HNRNPH1	-2.758499
RGS2	-2.758593
PSMD12	-2.758905
KCNQ5	-2.7589831
CPEB1	-2.7590694
TFAP2B	-2.7594159
CFI	-2.7594793
GAS2	-2.75968
KAZN	-2.7597156
ADRA1B	-2.7597315
CDH24	-2.7598836
FMO3	-2.7599385
PRICKLE2	-2.7599654
MSRB3	-2.7601311
MRC2	-2.7604527
IL5RA	-2.760732
ADRA1A	-2.7608845
CTH	-2.7611275
MAP3K14	-2.761214
PIK3R4	-2.761215
NEIL3	-2.7612472
HSPA1L	-2.7613297
SLK	-2.761381
MAPRE1	-2.7621045
ALOX5	-2.7622156
SCG3	-2.7623887
ABI3	-2.7625613
FOSL1	-2.7629683
PNPLA6	-2.7629871
CD6	-2.7631552
SULT1A2	-2.763536
GSR	-2.763698
RBFOX1	-2.7639039
PDE7B	-2.7641206
GNGT2	-2.7642655
LGR5	-2.7643347
CNTN4	-2.7644825
LPCAT1	-2.7647512
MBTPS1	-2.7648613
CHD5	-2.7651467
ADAMTS1	-2.7655869
DNAI2	-2.7656012
SYDE2	-2.7663424
ST8SIA2	-2.7665374
HADHB	-2.7666397
ECE1	-2.7667642
ENPEP	-2.7669168
GPC4	-2.7670987
MYL6	-2.7672582
PTGIR	-2.767619
MAGT1	-2.767644
TNFRSF13B	-2.76776
HTR3A	-2.7684312
OSBP	-2.7686653
PODXL2	-2.7686942
PYCR1	-2.768783
HAND2	-2.7688472
GRM4	-2.7689435
UST	-2.7692742
CCDC88A	-2.7694707
ADCYAP1R1	-2.7695756
GNB3	-2.7697337
SUPT3H	-2.7700393
BLNK	-2.7702649
MARCO	-2.770407
LIMS1	-2.7707229
PC	-2.7709136
FBXW11	-2.771007
KCNC2	-2.7711082
LRRC8C	-2.771134
RTEL1	-2.7718906
SIRPB1	-2.7723687
COPB1	-2.772449
TRIM41	-2.7726724
FUBP1	-2.7728362
FZD8	-2.7729592
CD300E	-2.773318
CC2D2A	-2.773509
GLS	-2.773682
KIF1A	-2.7742138
TNNT1	-2.7748125
FAM83D	-2.7748208
B3GAT2	-2.7749562
IZUMO1	-2.7751665
NNMT	-2.7752564
CNOT6	-2.7754378
GRIK5	-2.7758183
HSPB2	-2.7765176
EXOC6	-2.7766907
NR4A2	-2.7768102
LMX1A	-2.777147
RPL10A	-2.777264
SMC5	-2.7772927
SAA1	-2.7775671
PRKD3	-2.7778242
SEMA3F	-2.7782524
THOC5	-2.778376
KLRG1	-2.7785487
LPA	-2.7790961
NEU4	-2.779367
CAPN3	-2.7795975
MTMR6	-2.7796822
LOXL4	-2.780366
PTGIS	-2.7805467
TIMP2	-2.7805831
IL20RA	-2.7807982
COLEC11	-2.7808318
PKIA	-2.7817616
TRPV4	-2.781775
DNAH6	-2.7821867
KLF5	-2.7822018
ZNF264	-2.7829049
MAGI1	-2.7833962
LY6E	-2.7837715
NOD1	-2.7837844
RPL39L	-2.7841172
RRAS	-2.784182
TAF1D	-2.784204
SOS2	-2.784205
BID	-2.7846742
PIANP	-2.784756
DLX5	-2.78525
JAZF1	-2.7853868
HERC4	-2.7857368
HLX	-2.7860544
GPIHBP1	-2.786144
GBP5	-2.7861798
DMGDH	-2.786279
THY1	-2.786883
RBPMS	-2.7869124
EVI5	-2.787068
BMX	-2.787141
TRIM25	-2.788053
SYTL2	-2.7883823
CCR2	-2.788515
CD38	-2.7887218
POMC	-2.7888892
GNG8	-2.7894666
ABCB7	-2.7894874
SHMT2	-2.789697
PANK1	-2.7897217
UTP14A	-2.7897248
POLD4	-2.790113
RPL18A	-2.7902045
HNRNPK	-2.790547
GRID2	-2.7907794
CLIC3	-2.791633
NUF2	-2.7920742
PLD3	-2.7925212
CRP	-2.7925444
GPSM2	-2.7926712
F12	-2.792677
PTH1R	-2.793037
CENPC	-2.7935748
STAM2	-2.7940724
ERCC6	-2.794175
GALNT3	-2.794269
DHODH	-2.7944162
PSMB2	-2.7944188
ADORA3	-2.795399
HUS1	-2.7954922
KRT1	-2.7957344
EXOSC10	-2.7968931
CHM	-2.7970283
ZNF12	-2.79776
GABRB3	-2.7977653
CDA	-2.798346
GRIN2D	-2.798701
GABRB2	-2.7991967
ST6GALNAC5	-2.7992647
SLC10A2	-2.7992918
DDHD2	-2.80035
LDB2	-2.800449
ALDH1L1	-2.800492
AGMO	-2.8009152
CD248	-2.8009973
SLC2A3	-2.8012934
DENND4C	-2.8013587
TLE2	-2.8016117
TRIP4	-2.8016999
CENPA	-2.8020167
GPR45	-2.802258
CDKN3	-2.8025327
TNR	-2.8026037
MFGE8	-2.8026233
GALC	-2.8028262
GABARAPL1	-2.8029666
ZBTB33	-2.8034923
LRRTM1	-2.8035975
MAPK13	-2.803899
KCTD1	-2.8040874
GZMH	-2.804194
GDF7	-2.8046298
NMNAT2	-2.8048153
EDEM1	-2.8053994
RASD1	-2.8054411
MCL1	-2.8054576
DOCK3	-2.8056383
SLC16A7	-2.8057628
RNF168	-2.8061354
RTKN	-2.8061657
MYH4	-2.8062696
ABCB11	-2.8066661
SEMA7A	-2.80676
ADAM8	-2.807261
GNS	-2.8072765
AP5Z1	-2.807527
SSH3	-2.8079882
E2F7	-2.8085246
TBX1	-2.808698
TRAPPC8	-2.808794
HSPB8	-2.8088133
GYS1	-2.809265
OSBPL1A	-2.8094
ZNF468	-2.8095927
MKLN1	-2.8099093
PARP4	-2.8103883
GREM1	-2.8108034
ZNF569	-2.8108711
ADRB1	-2.8108876
OCA2	-2.8111272
TPO	-2.8113666
MARK4	-2.811371
MECP2	-2.8117375
DCX	-2.8121605
CNTN5	-2.8123236
EIF4E	-2.812889
SEC61A1	-2.8129053
RNF40	-2.812992
CHRDL2	-2.8132129
LCN2	-2.813388
MLLT10	-2.8138614
SEMA4D	-2.8139966
HCFC2	-2.8141418
COG7	-2.8141677
RAB5A	-2.8143184
PIWIL1	-2.814338
EXPH5	-2.814402
CARD6	-2.8147082
OR51E1	-2.8148777
NPLOC4	-2.8150299
SLC51B	-2.815097
SNRPG	-2.8152785
SUCLA2	-2.8154423
GBP2	-2.8158529
DLGAP5	-2.816012
MCC	-2.8162053
EYA2	-2.8164554
SERPINE2	-2.8164997
ISX	-2.8167977
ME1	-2.817118
GUCY2D	-2.817993
PABPC5	-2.8180003
SYNGR2	-2.8183024
WIPF2	-2.8184814
TAF10	-2.8185399
HEYL	-2.8187668
ANKRD27	-2.8189857
PLB1	-2.8190444
NT5E	-2.8195467
KIR3DL1	-2.8198566
PDE4A	-2.819975
DZIP1	-2.8201776
VMP1	-2.8202717
CDK11A	-2.8205547
SGCE	-2.8205707
SAMHD1	-2.820582
PRDM6	-2.8207867
DZIP3	-2.8210108
ATN1	-2.8214471
TUBG1	-2.8217206
CTSD	-2.822428
ACSL5	-2.8225608
IL37	-2.8226476
CNR1	-2.822671
SRSF5	-2.8227127
NNAT	-2.8227403
MAP3K5	-2.823033
KIAA1549L	-2.8231478
CDC5L	-2.8234134
INHBB	-2.8234181
ASPA	-2.8234744
STOM	-2.8235106
PPM1K	-2.8236315
IPP	-2.823638
ARPC1A	-2.8240867
MFAP4	-2.8241153
SSBP2	-2.8243377
PKN2	-2.824371
SEC23IP	-2.8245788
IRAK3	-2.8246017
GNB4	-2.8246446
GPR37	-2.8251133
BICD1	-2.8252835
RCOR2	-2.8257103
ZNF738	-2.8259466
SCN8A	-2.8264503
PIWIL2	-2.826514
PKP1	-2.8265326
UIMC1	-2.826729
CDC14B	-2.8268573
KLK5	-2.8274717
CKAP2L	-2.8275537
MOG	-2.8277936
UTP14C	-2.8281453
STX2	-2.8283684
CLDN1	-2.8284297
UNC5A	-2.8284538
FGF4	-2.8291206
SYT7	-2.829182
DUSP5	-2.8292716
TGFB1I1	-2.8294234
HSD17B4	-2.8294625
CYP2C19	-2.829853
SNURF	-2.8298993
YBX1	-2.8300965
P4HA3	-2.8308434
GPCPD1	-2.8309293
CACNA1S	-2.830988
COLGALT2	-2.831058
SLC22A12	-2.83106
SPATA13	-2.831153
RBM39	-2.831408
OTC	-2.8316631
IL23A	-2.8319573
FLRT3	-2.8319871
SFRP4	-2.8320508
RPL37A	-2.8322861
ZFP28	-2.8323343
DAG1	-2.8325083
CX3CR1	-2.8325233
TLR6	-2.832526
ZNF439	-2.8327692
DAPP1	-2.832988
DDX39A	-2.8330135
ZNF227	-2.8330636
KCTD3	-2.8332648
PRSS23	-2.8340867
MCM3AP	-2.8341603
NSUN2	-2.8342557
CKS1B	-2.834364
FUT3	-2.8349957
SMPD3	-2.8351147
PAX7	-2.8353508
GATA5	-2.8354416
PHAX	-2.8357809
ACTR1A	-2.835862
AHCY	-2.8359914
MELK	-2.8362184
STXBP1	-2.836384
UBASH3A	-2.8365273
DRP2	-2.8366058
LRP10	-2.8370388
RPL23	-2.8370442
LBP	-2.8373113
CREB3L1	-2.8380961
TLR10	-2.838343
SERPINA10	-2.8386059
IGFBP1	-2.8391674
UGT1A6	-2.8392456
HOXB6	-2.83941
LAMB3	-2.8399045
TANK	-2.8400671
ALOX15	-2.840174
SERPIND1	-2.8401818
VPS53	-2.8404403
AKR1B1	-2.8405719
TYRO3	-2.8406992
ATRN	-2.8408346
IRS4	-2.8413577
TBX2	-2.8414617
MUC13	-2.8418639
KCNJ12	-2.842132
MBD4	-2.8422904
PTPRR	-2.8422973
TRPM8	-2.8426018
DAB2IP	-2.8428128
DHTKD1	-2.8428545
FLRT2	-2.8434768
FABP4	-2.8436558
GAS6	-2.8439548
FGD2	-2.8443081
CTNNA3	-2.8444054
SLC35A2	-2.8446689
CD48	-2.8449702
EXT1	-2.8450017
SULT1A1	-2.8450458
FXYD6	-2.8456192
HNF1B	-2.845886
PPP1R14B	-2.846316
APLNR	-2.8465722
CD53	-2.8469038
TOB2	-2.847262
SULT4A1	-2.84739
GLI2	-2.8482163
POLG	-2.8483222
EIF3A	-2.8487458
ELF1	-2.848875
MID1	-2.8489218
GTF2H1	-2.849846
CAMSAP1	-2.8498743
COIL	-2.8499885
MME	-2.8500533
SLC7A8	-2.8501217
FERMT1	-2.8506677
TSLP	-2.8511446
MYOD1	-2.8512216
NCS1	-2.851469
POU2AF1	-2.851604
KLHL5	-2.8522792
LHX9	-2.8527064
CXCL10	-2.8527584
CAMSAP3	-2.8534021
LTF	-2.853705
HOXB9	-2.8537955
CPLX1	-2.8539484
DNALI1	-2.854217
BCAS4	-2.8545623
TRIM37	-2.8551474
GBP7	-2.8552275
KCNH5	-2.8562818
TLN2	-2.8563638
ZNF726	-2.85639
PSMB4	-2.8564587
IL1RAP	-2.8568053
CKMT1A	-2.8569787
IL1B	-2.8572743
CD200	-2.8575666
KLHL21	-2.857751
XPO4	-2.858096
SPRY1	-2.8585334
UFL1	-2.8585382
ALPP	-2.8588815
CYP2A6	-2.858905
ATP7B	-2.858906
GUCY2F	-2.8591704
SSTR3	-2.8593144
ST3GAL2	-2.8595243
GOSR1	-2.8600583
UMPS	-2.860103
LCP1	-2.861029
GLP2R	-2.8610377
AKR1C3	-2.8612542
ARHGAP4	-2.8615146
PRNP	-2.8616536
AGK	-2.8616886
RAB1A	-2.8617742
SMPDL3A	-2.8621125
SMURF2	-2.8625126
NAA10	-2.8637242
AKR7A3	-2.863958
CTC1	-2.864285
MMRN1	-2.864474
VAPA	-2.864518
PITX2	-2.8645267
CYP3A4	-2.8646016
CYP1A2	-2.864772
CYP11B1	-2.8654876
ARHGEF18	-2.865762
HAUS3	-2.8660274
OPCML	-2.8660579
CEP164	-2.8661902
PURB	-2.8670259
VAMP7	-2.867454
FMR1	-2.8676178
THRSP	-2.868009
TRAK1	-2.8680573
FIP1L1	-2.8687158
TRIM22	-2.8687778
PNLIP	-2.8689582
STX4	-2.8698444
DLGAP3	-2.870358
DHCR24	-2.870528
ABCG4	-2.8706532
PHKA1	-2.8710644
KMO	-2.8710752
SLC2A2	-2.871091
BAAT	-2.8711581
VGLL1	-2.8717978
BST2	-2.8719516
NOD2	-2.872052
CABLES1	-2.8721797
NFIX	-2.8722816
DIO3	-2.8728647
PMP22	-2.872977
KDM6B	-2.8733764
POLR3H	-2.873537
PLCD1	-2.873652
YEATS2	-2.8736546
ATG9A	-2.8737235
CAMK2G	-2.8741012
XRN2	-2.8744593
TCEAL7	-2.8746152
MTHFD1L	-2.8747067
NFYA	-2.8747926
ARHGDIA	-2.8750703
EIF4ENIF1	-2.8751762
ABCG1	-2.8765233
RAD51C	-2.8767374
CLEC12A	-2.8767524
GINS2	-2.8769822
GRM6	-2.8770237
MATN3	-2.8770776
GART	-2.878094
DOCK5	-2.8783135
SRF	-2.878403
GABRA6	-2.8787653
NEMF	-2.8792121
GGT1	-2.8792996
CDKN2B	-2.8794844
SNAI1	-2.8795192
TOX2	-2.8798776
HAP1	-2.8800368
DDX52	-2.8804302
CEP55	-2.8805099
SNRPD1	-2.880521
TIMM50	-2.8808105
MASP1	-2.8810859
SLC5A7	-2.8816268
SALL3	-2.8819993
AQP6	-2.8820884
FOSB	-2.8821592
XRCC4	-2.882197
CDH17	-2.8824136
ZNF568	-2.8827455
MED21	-2.8828473
SCN10A	-2.883122
PLOD3	-2.883308
NDST2	-2.8837502
CAPNS1	-2.8838053
MYBBP1A	-2.883957
MLLT3	-2.884294
RLBP1	-2.884334
EDNRB	-2.8843708
MTMR3	-2.8845544
TCL1A	-2.884754
PRPF6	-2.884778
CTLA4	-2.8847802
CNDP1	-2.8849597
ATP1A2	-2.885009
GALNT8	-2.8852587
NLGN1	-2.8857186
CEP72	-2.8861127
BMPER	-2.8866327
B4GALT3	-2.8867066
PTPN2	-2.8872428
FRS3	-2.8872452
SLA	-2.887741
SMCHD1	-2.8880117
LAMTOR2	-2.888687
POLR2D	-2.888985
EPHA10	-2.889185
MICU3	-2.8892941
CTF1	-2.889323
WDR6	-2.889489
LHX6	-2.889566
REXO1	-2.8897343
ATPAF2	-2.8897672
UGT1A4	-2.8901727
BRCC3	-2.890619
BTN1A1	-2.8910842
CPSF2	-2.8915565
ZNF337	-2.8916385
FYCO1	-2.8919208
PPIG	-2.8929791
SCUBE2	-2.8930564
ACTR3	-2.8932092
CDC23	-2.8934894
MYO3B	-2.8936105
ACO1	-2.8942785
PDE6A	-2.8945174
PLCD4	-2.8947942
ZCCHC8	-2.89497
RBX1	-2.8949962
TOP3A	-2.8950143
MS4A6A	-2.8954875
TSPAN14	-2.8955412
PAPPA2	-2.8960967
KRT75	-2.8963914
GALNT16	-2.8966384
CREB5	-2.896834
TJAP1	-2.8968349
MYL2	-2.8968647
RHOQ	-2.8973
PHB2	-2.89739
CBX5	-2.8974957
TXNRD1	-2.8979363
ZNF267	-2.8980017
CTSC	-2.8986506
DOCK11	-2.8988729
HTR1A	-2.899135
KRT2	-2.8992157
SLC22A17	-2.8994565
GALNT6	-2.8998065
CCL20	-2.899885
ITIH4	-2.9003778
ZKSCAN1	-2.9005198
E2F6	-2.900569
CYP24A1	-2.9011705
ARPC5	-2.9011974
SPTLC2	-2.901362
PMS1	-2.9014637
LGALS3BP	-2.901617
CNTNAP1	-2.9016395
PLAT	-2.9016738
HMGCR	-2.9017205
NUP50	-2.9017212
AIFM1	-2.902163
LNX1	-2.902251
MAPK4	-2.9024842
EPM2A	-2.9027085
DHX38	-2.902717
MLF1	-2.9028416
GUSB	-2.9028647
SNAP23	-2.9029834
ADH5	-2.9030032
SMARCAD1	-2.9030266
ARHGAP17	-2.9031363
GP6	-2.9033751
RAB7A	-2.903445
RGS7BP	-2.903589
CENPP	-2.9036171
MRPS5	-2.9037366
ISLR	-2.903895
CNN1	-2.9040282
TRIM63	-2.9041054
LDHAL6A	-2.904326
DGAT1	-2.904518
ALDH1A1	-2.9050105
DHRS9	-2.9051921
ANP32E	-2.9052825
SEC13	-2.9053571
PHACTR3	-2.9055135
ENTPD6	-2.905949
FHL1	-2.9059572
RNASEH2A	-2.906184
SMPD1	-2.906224
CSGALNACT2	-2.9064064
CDK5R1	-2.9065442
SCNN1D	-2.9070392
ZNF324B	-2.9071407
ACSS3	-2.9073079
PDE7A	-2.9075043
B4GALNT2	-2.9075959
SFTPD	-2.9078898
DFFA	-2.9081097
GDPD5	-2.9083061
CCNB3	-2.9087408
ALDH1L2	-2.908791
OPA1	-2.9088569
IGFBP2	-2.909179
STEAP3	-2.9095066
CHST10	-2.9095502
TM6SF2	-2.9097304
PTCH2	-2.9098828
G6PD	-2.910048
U2AF2	-2.9100597
NUP88	-2.9100804
SUMO2	-2.910218
ATP13A2	-2.9104784
OCLN	-2.910537
MSX2	-2.9107642
PSMC2	-2.910928
CYTH2	-2.9112148
IGFBP4	-2.9115362
LLGL1	-2.9117706
IGFALS	-2.9121656
CNNM2	-2.9122589
ARPC2	-2.9123511
ARHGAP25	-2.9124594
HBEGF	-2.91265
PTPN23	-2.9127307
AOC2	-2.912928
PPP3CC	-2.9131773
ZNF420	-2.9132037
REP15	-2.9132497
FEM1A	-2.9135377
HOXA7	-2.9141355
SCTR	-2.9144883
HS3ST2	-2.9150007
GREM2	-2.9152334
GLDC	-2.915465
ALKBH5	-2.9158278
NOM1	-2.915883
TAF1C	-2.916028
ZKSCAN3	-2.9161077
KPNA5	-2.9168072
CAPNS2	-2.9169822
ABCA2	-2.9169962
SLC2A1	-2.9171312
OIP5	-2.9173641
ABCC3	-2.9175663
RAB11A	-2.9175694
KIF24	-2.9176335
TNFRSF18	-2.9177408
NME1	-2.9177425
ACOX2	-2.917846
PHF21A	-2.918132
COPS5	-2.918404
MAP3K3	-2.9188974
ANGPTL3	-2.9190097
IFT122	-2.9192088
PNISR	-2.9192305
EHBP1	-2.9194884
ZNF436	-2.9196377
COMMD5	-2.919642
TAF11	-2.9196668
RNMT	-2.9197452
NCAPG	-2.919961
PKP2	-2.9199667
C1S	-2.9200475
COPS7B	-2.9200912
PSMD1	-2.9202752
GLG1	-2.9213195
PDPR	-2.921512
CEP41	-2.9218578
FKBP5	-2.9221284
CCKBR	-2.9226694
DCLRE1A	-2.9227102
SLC9A3R1	-2.9230561
RELB	-2.9233782
PLP1	-2.9235578
S100B	-2.9238079
ANXA6	-2.9238572
COG5	-2.9240947
KIRREL3	-2.924149
URB1	-2.924646
BRIX1	-2.9247181
ARHGEF15	-2.9247353
SCML2	-2.925089
SQLE	-2.9253159
GRXCR1	-2.9255097
ADAM19	-2.9256396
ZWILCH	-2.925738
SLC12A9	-2.9259307
SNRNP40	-2.9259453
PRSS1	-2.9259734
DHX33	-2.9262261
PTP4A3	-2.9265087
OLR1	-2.926517
CTTNBP2NL	-2.92659
WTIP	-2.926629
TOX4	-2.92671
UGT8	-2.9268909
CNBP	-2.9270694
CRNKL1	-2.9271302
F2RL3	-2.9272065
TGFBRAP1	-2.9280033
RIPK2	-2.9282982
UNC80	-2.9284244
IWS1	-2.9285233
SCN2A	-2.9290056
ASGR1	-2.9290931
SLC25A12	-2.92913
LY6H	-2.9292607
PTPN21	-2.929524
METTL14	-2.9295554
CR2	-2.9300308
USP44	-2.9301953
TFE3	-2.9302747
FSHR	-2.9303937
GAS1	-2.930504
SPC25	-2.9310718
CNTN3	-2.931084
RAMP3	-2.9311552
GNL2	-2.931565
RPL3L	-2.9315689
YY1AP1	-2.9316273
NCALD	-2.93167
CDCA5	-2.9317312
DEPTOR	-2.9317365
ADM	-2.931772
KRT8	-2.931793
HSD17B2	-2.9318988
WDR12	-2.9325023
GPD1	-2.9325693
ADORA1	-2.9328623
YIPF4	-2.9329293
CFB	-2.9330912
RUNX2	-2.9332943
SHBG	-2.9335153
MMP17	-2.9339697
NDEL1	-2.9340248
ATXN7L3	-2.9344492
