	score
DOCK8	-2.4951851
BMP7	-2.4953067
NAA50	-2.4954157
NKX2-2	-2.4957883
NRCAM	-2.4959424
RPS8	-2.496152
ARAP2	-2.4962733
HSPA2	-2.4963472
RAB1A	-2.4965627
CACNA1H	-2.496721
SYNGR2	-2.49707
ZBTB16	-2.497586
PPP1R13B	-2.4977672
PREX1	-2.4979858
KRT23	-2.4986613
FXYD6	-2.4987118
PARD6A	-2.4992275
NRN1	-2.4992445
TRPV6	-2.4995525
MAT2A	-2.4996328
CSE1L	-2.4998496
ESF1	-2.5000036
SLC4A4	-2.5003297
ATP8A1	-2.5006826
GUCY1A2	-2.5009089
DCAF13	-2.5012362
LIF	-2.5013533
ADRA2A	-2.5014663
NANOG	-2.5014942
RBBP8	-2.501622
TACC1	-2.5016463
XPO4	-2.5016603
MGAT5B	-2.5016801
TFEB	-2.5020854
SLC16A3	-2.502218
BMX	-2.5022666
XRCC2	-2.5023336
THY1	-2.5023837
SUCLA2	-2.5031946
HEXA	-2.5034182
ST8SIA4	-2.5035336
RHOU	-2.5035827
CAT	-2.504017
EPHX2	-2.5044048
FBXL20	-2.5045195
DPF3	-2.5046408
SUPT3H	-2.5048544
TOP2A	-2.5053732
GEMIN4	-2.505409
NLRP12	-2.505425
KHDRBS1	-2.5060074
NPY1R	-2.506025
PIK3R6	-2.5064113
SAFB2	-2.5064514
LEPR	-2.506457
ASAP2	-2.5064838
RPS4Y1	-2.5079887
COL6A1	-2.5080044
PPP1R13L	-2.508084
TMEM214	-2.5082214
COPG1	-2.5085466
CD46	-2.509056
RNF111	-2.5090587
RCOR1	-2.5091221
ARPC2	-2.509424
NBEAL2	-2.5097373
KPNA4	-2.5097895
FGFR4	-2.5100777
SYN3	-2.5100825
OBSL1	-2.510165
SEZ6L	-2.5102942
SF3A1	-2.510986
TOP2B	-2.5113137
NBR1	-2.5117567
MYBBP1A	-2.5118008
CENPC	-2.5138319
FOS	-2.5142148
PRDM9	-2.5145957
PKLR	-2.5147183
ST3GAL1	-2.5147457
SLMAP	-2.5148187
LRIG1	-2.5149167
YTHDC1	-2.5151417
CES4A	-2.5151894
MYBL2	-2.5154192
CXCL12	-2.5154448
ASNS	-2.5155675
YBX1	-2.516003
SRGAP3	-2.5164177
ABLIM3	-2.5165179
GPAM	-2.5167637
INPP5D	-2.5171769
RPL18	-2.517412
ZNF829	-2.5175
ZNF687	-2.5184119
S1PR1	-2.518588
PRKD2	-2.5197787
RPS5	-2.5200481
PLA2G5	-2.5200632
EFEMP1	-2.520087
METTL7A	-2.5204997
TRAIP	-2.5206065
DYRK2	-2.520727
CYB5R3	-2.5210268
RAB17	-2.5213363
MAN2A2	-2.5213647
ZIK1	-2.5213783
SENP1	-2.5214665
RTN3	-2.521596
AXIN2	-2.5216014
GCC2	-2.5217059
TNNI3	-2.5217123
APBB2	-2.5218394
DIO3	-2.5221624
GALNT15	-2.5228531
ZNF567	-2.5228832
AP1M2	-2.5230625
SLC27A4	-2.5239384
ATP1A3	-2.524089
PHF20	-2.524161
LPL	-2.5242515
PPIA	-2.5246866
CUL7	-2.5251167
GTF2F2	-2.5255668
FGF1	-2.5255907
FGF14	-2.5256383
NUP153	-2.5259666
PGAP1	-2.5259895
PRKAA2	-2.5264754
PODXL2	-2.5266707
SLC44A5	-2.5267143
CADM1	-2.5267467
CMKLR1	-2.5268126
KCNIP1	-2.5270376
CREB3L1	-2.5271857
AGXT2	-2.527397
GLRB	-2.5276449
SLC26A6	-2.5276597
SPDL1	-2.5277488
CYFIP1	-2.528805
CTDP1	-2.5290494
GALNT6	-2.5290966
PURA	-2.5291405
RPL35	-2.529929
ZNF468	-2.5306065
DNAJB6	-2.5307326
GALNT12	-2.5310662
STT3B	-2.531139
CHIT1	-2.5315871
GPC3	-2.5321836
MYH13	-2.5323513
METTL14	-2.5330994
DOK2	-2.533283
CCL3	-2.5337074
ADAM15	-2.5343366
TDRD5	-2.5347402
ELP2	-2.534812
ORC4	-2.5348318
IFIH1	-2.534846
MYH7B	-2.5350044
TARBP2	-2.535115
ALDH2	-2.5352857
SCNN1B	-2.5354245
SHMT2	-2.5355294
GTF2E2	-2.535609
CCT6B	-2.5358124
OAZ2	-2.5360243
COG4	-2.5360763
BMPER	-2.5363617
HLA-DQA2	-2.536849
PHYKPL	-2.5373144
BIRC2	-2.5373774
HMGCL	-2.5373797
IL2RB	-2.5377457
SYNGR1	-2.5387363
LSM14A	-2.5389779
CDH12	-2.5390446
RAF1	-2.5392745
PSMD1	-2.5394177
TRPC1	-2.5394468
PIWIL2	-2.5395756
SLC7A7	-2.5396347
HCFC2	-2.5398402
SRPK2	-2.540043
PKP2	-2.5402205
SMARCD2	-2.541422
MMP24	-2.541799
EDC4	-2.5418246
KRT5	-2.541829
TNFSF12	-2.5419223
ARHGEF28	-2.5421627
BANP	-2.542559
SCUBE2	-2.5429847
AK5	-2.5431216
ANO10	-2.5432813
MAP3K14	-2.5435822
KDM5B	-2.5440495
FNBP1L	-2.5442607
PPP5C	-2.5448003
NDC1	-2.5456486
LDHB	-2.5456808
PAK6	-2.5472229
MYO15A	-2.5474858
RAC2	-2.547496
PPARA	-2.5477362
FGF13	-2.5481176
SDC4	-2.550276
DCP1A	-2.5505812
EZH1	-2.5508087
ARL2	-2.5512564
LPIN2	-2.55159
PDLIM2	-2.5517168
ICE2	-2.5517614
DFFA	-2.5519035
RPS27A	-2.552036
SCML2	-2.5521939
CALU	-2.5523188
RDX	-2.5523224
MBD6	-2.5526283
GNB5	-2.5530083
AGMO	-2.553177
FAM120B	-2.5535624
RNF182	-2.553688
PLCL2	-2.5537875
PSMD2	-2.5537941
PPIL1	-2.553826
CKAP2	-2.553854
RAC3	-2.5541918
RUSC2	-2.5544279
KCNJ4	-2.5544763
VAC14	-2.554538
NCAM1	-2.5549908
ZNF483	-2.555595
CCT3	-2.5557668
TGFB1I1	-2.5566628
PKNOX2	-2.5567052
DNMBP	-2.5567532
CAMSAP3	-2.556854
MYH14	-2.5570598
BID	-2.5570884
MAN1C1	-2.5574276
CD53	-2.5578148
RGS12	-2.5585191
TGM1	-2.558544
XRCC5	-2.5586233
PTGER3	-2.558823
MME	-2.559785
CSRP1	-2.5602868
PDCD6IP	-2.5603235
MTMR7	-2.5607746
PCCA	-2.560879
CRB1	-2.5610363
PTCD3	-2.5617232
SFN	-2.5617523
GHR	-2.562873
TAF1D	-2.5636919
TRIM36	-2.5639849
GNL3	-2.5644352
PCDHGA11	-2.565282
SDHD	-2.565317
EIF1	-2.565755
SPPL3	-2.5659738
SORT1	-2.5664291
ACADM	-2.5668278
LRRC4	-2.5668786
YWHAH	-2.5672302
EVPL	-2.5673692
GOLIM4	-2.5686543
ZMYND11	-2.5687158
RNMT	-2.5688686
SCN3B	-2.5689135
HMMR	-2.568969
BACE1	-2.5691159
PPP3CB	-2.5691817
STXBP5	-2.5695264
TFAP2D	-2.569917
SIX2	-2.5700984
IL1RL2	-2.5703843
GATAD2A	-2.5704565
CDK12	-2.5705397
HSPH1	-2.5707176
NUP93	-2.571202
DSTN	-2.5715244
FST	-2.5716457
TAP1	-2.5716782
PAICS	-2.5718062
PIK3R5	-2.5718915
POLG	-2.5720274
GFPT2	-2.5722282
TMOD1	-2.5727527
NR6A1	-2.5727637
CBLC	-2.572813
ECEL1	-2.5728672
MT-ND1	-2.5728827
RCC1	-2.573108
SPI1	-2.57373
GATM	-2.57383
NKD1	-2.5739353
TGS1	-2.5739648
ZNF12	-2.5740573
ARID4B	-2.5742118
SEMA3F	-2.5742338
RAPH1	-2.5743768
MCM8	-2.5743797
FLCN	-2.5747876
BRD1	-2.575075
MICU3	-2.5756721
PHLDA1	-2.57585
SMARCD1	-2.575893
F12	-2.5760481
PRKD3	-2.5760756
F2	-2.5761333
CPE	-2.5763571
TNFRSF1B	-2.5764751
ZNF623	-2.5765855
PITX1	-2.576643
CNNM1	-2.5767515
FAS	-2.5769315
TPX2	-2.5772076
AKAP1	-2.5773733
SUFU	-2.5773733
ADAM22	-2.5774205
MS4A1	-2.5777307
PAFAH1B1	-2.5777786
SMAD5	-2.578109
COL8A2	-2.5781534
UBA2	-2.5782156
PTPN5	-2.5782773
PLCB3	-2.5783708
KRT6B	-2.578447
DCAF16	-2.5784578
GTF2F1	-2.5790102
CAB39L	-2.5790155
GRM3	-2.5796826
GRIA2	-2.5799475
SSR3	-2.5800505
FXR1	-2.580261
KIFAP3	-2.5806634
RAD18	-2.5808809
HDAC9	-2.5809333
EEF1A2	-2.5811265
PPP4R1	-2.5816543
SERPINA5	-2.5821517
TRPC6	-2.582412
ZNF423	-2.5825112
DDX1	-2.582555
U2AF2	-2.5825925
SCUBE3	-2.582618
ARIH1	-2.582682
CLEC7A	-2.5830972
FTCD	-2.5833428
TROAP	-2.5836332
TBP	-2.5839489
WDR6	-2.5851042
PRSS3	-2.5854378
BCAS3	-2.5855677
SF1	-2.5856135
TOPORS	-2.5856338
APOC1	-2.585657
KCNIP2	-2.5856695
MCU	-2.5858333
QPCT	-2.5859282
PIP4K2A	-2.585985
CETP	-2.5861642
SSH3	-2.5863147
GSTM2	-2.5864494
CDC14A	-2.5865018
HYAL1	-2.58674
LDB1	-2.586826
FLRT3	-2.5874412
ARHGAP9	-2.5876946
CCNK	-2.5881221
ANTXR2	-2.58868
ARHGEF25	-2.5887105
E2F5	-2.5902665
ORC2	-2.5903852
AICDA	-2.5904036
SLC7A8	-2.5905802
TMC6	-2.590621
DDX52	-2.5907347
PCBP2	-2.5909588
LMO4	-2.5914528
ASB6	-2.591485
ARHGEF15	-2.5919359
PFKL	-2.592084
ZNF573	-2.5921595
UQCRC2	-2.5923593
MTNR1A	-2.5923808
SLCO1A2	-2.5924168
RBM15	-2.5925987
NDEL1	-2.5929165
GMDS	-2.5929837
CDC7	-2.5931394
XPC	-2.5935907
PSMB2	-2.5936508
CCR10	-2.5936804
B4GALT1	-2.5937543
DMBT1	-2.5937836
PKIA	-2.5938478
CD109	-2.5946589
TAS1R1	-2.5947006
TPO	-2.5953014
CD9	-2.5954466
INSRR	-2.5956264
PCSK1	-2.5958107
AQP1	-2.5963638
SASS6	-2.5970402
KIFC2	-2.5970657
TOR4A	-2.597294
LRIG3	-2.5974648
IL1RAP	-2.5975153
NPHP3	-2.597523
DCHS1	-2.5975983
PDE2A	-2.597826
DMGDH	-2.5982444
ZNF638	-2.5982497
INSR	-2.5986316
HEYL	-2.5988204
DOCK11	-2.5988672
GPR83	-2.599137
GABRG3	-2.5994184
PSG4	-2.600026
RAB11FIP3	-2.600045
PAFAH1B3	-2.6004183
PIP5K1C	-2.6007445
GTF3C2	-2.600959
PPP1R10	-2.6012173
MFAP2	-2.6013076
LSM2	-2.6014552
SESN2	-2.6016662
KLB	-2.6017292
RMI1	-2.6019843
LIG1	-2.602289
ACOX1	-2.6023893
PKD2L1	-2.602399
ID2	-2.6025589
ARHGAP15	-2.60328
HDAC8	-2.6033335
CCT7	-2.603639
PCDHA8	-2.6037378
CD40	-2.6037483
COLEC12	-2.6042204
LTF	-2.604527
SLC34A2	-2.6048257
MED7	-2.6048887
PIANP	-2.6051176
PEX11G	-2.6056554
EIF4H	-2.6057599
EDARADD	-2.6058881
TNS4	-2.6059148
CAPZA1	-2.6060965
FAF2	-2.6061563
DNAH2	-2.6064694
ENTPD3	-2.6064725
LHX4	-2.6067371
SEC31B	-2.6068766
CCDC8	-2.6073549
CR1L	-2.6075003
SKP1	-2.607608
MECOM	-2.6079795
SERPINB9	-2.6082618
PIK3C2B	-2.608706
CHM	-2.6095788
PHLPP1	-2.6096175
CHAMP1	-2.6097424
ID4	-2.6097877
OS9	-2.609902
TRA2A	-2.609948
ITGB3BP	-2.6100168
SLC6A9	-2.6101935
IVL	-2.6101987
ST3GAL2	-2.6102772
PRKAG1	-2.6105258
FTL	-2.610597
CNDP2	-2.6108644
CD151	-2.6113636
MED17	-2.611472
MSX2	-2.611677
STXBP6	-2.6122777
CLIC5	-2.6123595
CD33	-2.612382
CAPN3	-2.6124341
FDPS	-2.6124666
ONECUT2	-2.6130612
CASP9	-2.613437
SKA1	-2.6140194
ORC3	-2.6142032
CD86	-2.6142817
TAF7L	-2.614744
NR4A3	-2.6147456
KIF26B	-2.614776
BRINP1	-2.6150913
SUPT4H1	-2.615347
HYOU1	-2.6154916
EDA2R	-2.615618
WWOX	-2.615908
DLX6	-2.6160967
GSPT2	-2.6164086
INTS7	-2.6164887
RPS6KA6	-2.616536
JADE2	-2.6166666
TBX19	-2.6166945
LAT2	-2.617186
SPRY1	-2.617359
EPHA4	-2.6179187
FREM1	-2.6180468
SQLE	-2.6181679
FBL	-2.618509
RPL7A	-2.6189868
FZD5	-2.6193657
NUP133	-2.6195786
LMO1	-2.6196935
GNL3L	-2.619706
FIP1L1	-2.620387
ME1	-2.6205888
TRAPPC8	-2.6207216
OSBP2	-2.6212084
SMAD9	-2.6220355
POLR2J	-2.6221063
IQCB1	-2.6221929
SEC23IP	-2.622599
MYBPC1	-2.6228306
SAMHD1	-2.6230946
CTC1	-2.6231756
ZNF420	-2.6234381
XPOT	-2.6234727
MUC5AC	-2.6237009
ANAPC2	-2.6237276
SCD5	-2.6243951
LRRC8A	-2.624476
PAX8	-2.6247418
USP8	-2.6247816
PNPLA6	-2.6249783
WDR26	-2.6251326
ACSL5	-2.6252153
RSRC1	-2.625496
DUSP6	-2.6255555
TRPV4	-2.6256938
TRAPPC10	-2.6257284
HOXC6	-2.6258051
MCF2	-2.6260087
IRX5	-2.6263225
LLGL2	-2.6269403
TBX4	-2.6270459
SGCD	-2.62742
MSRB3	-2.6276062
HOXB13	-2.6278832
ALS2	-2.6282206
CFL2	-2.6284342
SETD1B	-2.6286213
NEK1	-2.6287878
GLUD2	-2.6289613
CALB1	-2.6289704
ANPEP	-2.6290195
NUP62	-2.6303408
MT2A	-2.6304748
RPRD1A	-2.6310701
MPP7	-2.6314056
THEMIS	-2.6317675
PSCA	-2.6325896
TRIP11	-2.6327124
ZNF569	-2.6328719
MGAT3	-2.6334896
CNOT6L	-2.6335118
WNK4	-2.6335201
WDR3	-2.6338563
RCSD1	-2.6346514
FARSB	-2.6349409
TEX10	-2.6351118
NCS1	-2.6358654
HMOX1	-2.6364195
MAP1A	-2.636813
MRAP2	-2.6369426
SLC1A3	-2.6377528
KIF20A	-2.6379192
TTBK2	-2.6379547
UBXN7	-2.6380396
CNKSR2	-2.6381705
B3GNT5	-2.6382313
MAP3K12	-2.6386926
PAWR	-2.6391027
PLIN3	-2.6392334
NDC80	-2.6394866
LMX1B	-2.6395748
PCDHB12	-2.6395848
PLD3	-2.6401737
TNPO3	-2.6405165
ZNF710	-2.6405318
PFKFB4	-2.6405368
TBC1D1	-2.6406014
PLA2G4C	-2.6406622
CFI	-2.6408813
INSIG1	-2.6410596
VPS39	-2.6412036
TRPM2	-2.641518
EXOSC10	-2.6416645
SHMT1	-2.6416917
EHBP1	-2.642114
FZD8	-2.6423006
IL1RAPL1	-2.643096
SENP5	-2.643128
DGKI	-2.643386
EGR2	-2.6434948
RPS25	-2.644087
RGS3	-2.6441824
IDE	-2.644628
EEA1	-2.6449213
BCAR1	-2.645484
KDM4B	-2.6456308
PSMD3	-2.6458118
EREG	-2.6460664
PLB1	-2.646251
NLRP1	-2.646615
IQGAP3	-2.6466367
COG1	-2.647076
NACA2	-2.647687
CTNNA2	-2.6477106
CALCOCO1	-2.6479423
EIF2AK3	-2.6479871
DVL2	-2.6480625
TRPV2	-2.6481302
HSPB8	-2.648238
EXOC2	-2.648433
BDKRB1	-2.648699
KIF6	-2.6489651
RPS20	-2.6490383
HECW2	-2.6490939
SCN3A	-2.6493237
TLK2	-2.6495228
ALDH3B1	-2.6500356
CYP4F22	-2.6504004
CTSC	-2.6506336
PI4KB	-2.6507895
CPLX1	-2.6509206
CC2D2A	-2.651605
BAX	-2.6520793
SYT12	-2.652772
FKBP15	-2.6533496
TNFRSF17	-2.6534238
MARK2	-2.6536431
FAM160A2	-2.653897
RAB31	-2.6539125
NGEF	-2.6544228
RNASEH2A	-2.654588
GFRA2	-2.6548822
CBX8	-2.6550348
PIPOX	-2.6552372
HMGB1	-2.655298
PATZ1	-2.6555855
ZNF75A	-2.6558082
RTF1	-2.6558437
AUP1	-2.6558785
CYP1B1	-2.6559148
GSN	-2.6559546
IL4R	-2.6568794
MIEF1	-2.657091
HMG20A	-2.6571248
PDGFC	-2.657355
ENTPD6	-2.6574948
TRIM56	-2.6576507
MAU2	-2.6576564
PPM1E	-2.6578357
PSMA6	-2.6580312
TMPRSS6	-2.6580553
CACNA1I	-2.6583107
FLAD1	-2.6585515
TSHR	-2.6589332
TUBG1	-2.6591752
SEC14L1	-2.6592565
KDM2B	-2.6592681
NR4A1	-2.6592963
GPC6	-2.6593459
SCN8A	-2.6596286
TAOK3	-2.6597664
GGH	-2.659772
ANO5	-2.6598728
LMBR1L	-2.6599443
EIF2AK1	-2.6599953
PGD	-2.6605985
TNFSF15	-2.6610143
ACTR1A	-2.6611671
MAPRE1	-2.6615932
RNF2	-2.6620827
INTS2	-2.6624622
LCP2	-2.663006
HDAC3	-2.6631994
NDRG2	-2.6639593
FHL5	-2.6640024
SRSF10	-2.6641483
PKMYT1	-2.664676
PLCD3	-2.6647112
PLA1A	-2.6647487
NTN4	-2.6647556
NACC1	-2.6649306
CKAP4	-2.6655507
MTMR3	-2.6656983
SSTR2	-2.665778
CASC3	-2.6658876
CCL22	-2.6660492
COLGALT1	-2.6660602
RBM17	-2.6662722
SHROOM3	-2.6666582
BCHE	-2.666694
COL16A1	-2.6668894
ARNT2	-2.6670113
RBM24	-2.6671257
HOOK1	-2.6672716
MAN2B1	-2.6673157
STRA6	-2.6675293
FZD2	-2.6677697
ARHGAP4	-2.6679857
KIF13B	-2.6680071
HNMT	-2.6682625
MARCKSL1	-2.6684768
NOC2L	-2.6688163
SRSF6	-2.669119
ZNF169	-2.6691678
IL6	-2.669526
USP3	-2.6697884
ZDHHC9	-2.6706429
NDRG1	-2.6715462
ETNK1	-2.6717691
DUSP5	-2.6718616
RGS6	-2.6720827
CD300E	-2.6721537
UBE2I	-2.672492
DVL3	-2.672654
PKN1	-2.6727283
PPP1R1B	-2.6728423
RGS22	-2.6740773
PHF10	-2.6740797
DEPDC1B	-2.674487
PFKFB1	-2.6745632
LINGO1	-2.6746309
LMTK2	-2.6754453
ST6GALNAC5	-2.6759899
PLIN2	-2.6762211
CD81	-2.6762826
DSG2	-2.6763058
SSR2	-2.6763296
PPIF	-2.6764896
NMT1	-2.6769803
HVCN1	-2.6775093
INTS1	-2.6777992
GP6	-2.677881
PCDHA7	-2.6780493
WDR5	-2.6783202
FLNC	-2.6785862
ZBED1	-2.6786263
CAPNS1	-2.6787593
FHL2	-2.6788785
MYLK	-2.678923
RPL13	-2.6789608
FXYD1	-2.6792603
CSF1R	-2.6793973
OAS3	-2.6794662
ST3GAL5	-2.6795847
UBE2E2	-2.679802
RTKN	-2.6800413
PARN	-2.680085
CR2	-2.6803153
DEGS1	-2.6804922
DSC3	-2.6806138
KRT10	-2.680752
RBM19	-2.6807625
SUZ12	-2.680795
KDELR1	-2.6808662
ACSM1	-2.6809406
CRTAM	-2.6812649
MYL4	-2.681702
SGMS2	-2.6818504
UNC13D	-2.681858
STK39	-2.6819417
UBE3A	-2.6824849
CWC22	-2.6826136
TBX20	-2.6827538
TTC21B	-2.6830902
DZIP1	-2.683101
MYL9	-2.683426
BCAN	-2.6834965
RPAP1	-2.6835353
AIM2	-2.6839898
HOXD4	-2.6844041
OLFM4	-2.684492
ADRA2B	-2.6845348
AHRR	-2.6846993
CTR9	-2.6848671
IKBKG	-2.6851244
SULT4A1	-2.6852362
EIF3E	-2.6852596
TSPAN14	-2.6852958
HLA-DQA1	-2.6856554
DGKE	-2.6860216
PCGF3	-2.6860428
NEFM	-2.6861026
CAMK2A	-2.6862047
IPP	-2.6863925
SERPIND1	-2.6867828
KLHL13	-2.6869526
CDH6	-2.6870058
HPGDS	-2.6879768
CUL9	-2.6881735
WDR11	-2.688586
BTN3A2	-2.688738
PANK1	-2.6887455
AMOT	-2.6888256
API5	-2.6889935
NEK9	-2.6892729
MT-ATP8	-2.6894372
CERS2	-2.6896868
PTGS2	-2.6898448
FBXL5	-2.6900005
RAD52	-2.6902084
EIF3M	-2.6910174
BUB3	-2.6910725
ODF2	-2.6914132
TRIM63	-2.6914556
PCDHB15	-2.691562
ENSA	-2.6918278
MAP2K3	-2.6922922
MMP11	-2.6925106
NEFH	-2.6926472
SH3BP1	-2.6926785
CAMK2D	-2.6927416
TLR3	-2.69332
DNAJC8	-2.6934001
SMYD2	-2.6934497
PTGFRN	-2.6935425
RPN2	-2.69367
EPC2	-2.693677
NCR3	-2.6941211
THRB	-2.6942818
FKBP1A	-2.6944742
RNF128	-2.6948488
MAPKAP1	-2.695773
RAD1	-2.6958697
VANGL2	-2.695938
TPH1	-2.6963196
LRG1	-2.6964881
PHB2	-2.6966422
CYP2B6	-2.6966984
SLC30A4	-2.6973286
NOP14	-2.6974323
CCNC	-2.6977313
CNTN3	-2.6981876
TMSB4X	-2.6984608
GPC2	-2.6986353
OXA1L	-2.6986377
LIPG	-2.6987324
OXCT1	-2.6990433
RPS19	-2.6995075
ARID3A	-2.699564
OCA2	-2.6998088
PCDHB11	-2.7000387
S1PR4	-2.7000818
AOC1	-2.7002017
TRIM37	-2.7003803
CAMP	-2.7005005
TTK	-2.7006638
ELOVL4	-2.700896
PYGM	-2.7010462
SLC13A5	-2.701187
GATA5	-2.7023628
PDIA4	-2.702382
HBEGF	-2.7025623
PITX2	-2.7025795
SULT1A1	-2.7026956
ITGAM	-2.7028463
MXD1	-2.7028563
ARFGAP2	-2.7028592
FMN1	-2.7031476
VAMP8	-2.70319
MX2	-2.7033298
CLK4	-2.7040272
SARM1	-2.7047293
RAPGEF3	-2.705079
GPD1L	-2.705118
GYPC	-2.7051785
MUC1	-2.7055151
CD200R1	-2.7055414
GTF3C5	-2.705549
SRSF11	-2.7056854
CREB5	-2.705715
IRX1	-2.7060344
CCT2	-2.7060359
ELAVL1	-2.7078075
EXOSC2	-2.7083225
PCDHA1	-2.7091634
COL26A1	-2.7095125
RCAN1	-2.7096083
SORD	-2.709613
EPN1	-2.709875
AGPAT4	-2.7107737
KIAA0513	-2.7109902
SMAD6	-2.711774
FMO4	-2.7119167
TJP2	-2.7122173
RNF125	-2.7122972
POLR2L	-2.7124417
PIK3C3	-2.7129967
GTF2A1L	-2.713349
CYP7B1	-2.7134285
SLAMF6	-2.7137349
SLC44A1	-2.713894
CLIP3	-2.714208
BNIP3L	-2.7142887
DNTTIP2	-2.7150078
ROR1	-2.7150974
SGSM1	-2.715251
CHRM3	-2.7156436
SCAP	-2.7156746
IRAK3	-2.7159278
ZNF275	-2.716231
CLDN11	-2.716543
MYH11	-2.7167218
USP44	-2.7171173
ZNF83	-2.7171917
GALNT1	-2.7175102
UNG	-2.7175837
TNFRSF18	-2.7178638
RIC8B	-2.717868
SYT9	-2.7179391
MT-ND4L	-2.7182992
BTBD3	-2.7188113
TXNL4A	-2.719162
HIPK1	-2.7194722
PRSS21	-2.7194748
SLAMF7	-2.7195628
PAQR8	-2.7196362
CACNA1F	-2.7196662
ZNF331	-2.719772
TAOK2	-2.7197855
SRSF1	-2.7198126
ELF1	-2.7200978
MTF2	-2.7201557
MED12L	-2.7204463
RGMB	-2.7208397
NAPA	-2.720893
SPC25	-2.7209778
MBD3	-2.7210376
BHLHE40	-2.7211773
FZD3	-2.7218027
RNF19A	-2.7218645
GNE	-2.7223237
NOX1	-2.722392
NDUFV3	-2.7225044
NTS	-2.7232773
TERF1	-2.7238388
RPS3	-2.7245104
PRELP	-2.7252662
WNT2	-2.7253044
CLDN7	-2.7253044
ACTC1	-2.725643
LPIN1	-2.725692
PPP1R15B	-2.7260113
GEMIN2	-2.726283
NME1-NME2	-2.7264645
OPA1	-2.7266648
SGCA	-2.7277348
TFR2	-2.7278461
ENPP2	-2.727953
IZUMO1	-2.7280066
PASK	-2.7280588
SLC1A2	-2.7280934
CREB1	-2.7282264
DLX5	-2.7291014
EEF2K	-2.7295964
UBQLN4	-2.7296026
GPX7	-2.7301195
PTPN21	-2.730648
PABPC4	-2.730668
IPO11	-2.7308815
KIF18A	-2.731475
RBP3	-2.731659
CD2AP	-2.7323217
PTH1R	-2.7325437
FOXRED2	-2.732749
GYG2	-2.73279
ATP11B	-2.7332258
HLA-DRB1	-2.7334206
GRIA4	-2.733462
MRPL22	-2.7336433
STRAP	-2.7336953
TMOD2	-2.7337348
A2M	-2.7339108
GNGT1	-2.7351608
BNIP3	-2.7356122
LYL1	-2.735759
UGT1A6	-2.735875
RPGR	-2.7362366
TBXAS1	-2.7362735
CHN2	-2.7363656
GNA15	-2.7363756
RPRM	-2.7365577
RBPMS	-2.7366273
NAPEPLD	-2.7367585
HACE1	-2.7367628
NFATC4	-2.7377598
ACAN	-2.737873
ABCC9	-2.7379677
MNDA	-2.7382584
LY6H	-2.7382705
PSD	-2.7383611
AGPS	-2.7384424
GCNT3	-2.7384536
INTS6	-2.7386456
NT5E	-2.7389228
GDNF	-2.7390544
UBE2D2	-2.7390985
GGCT	-2.7393425
DGKB	-2.7395096
TNR	-2.7398899
ZDHHC17	-2.7406647
SYTL1	-2.7407234
NASP	-2.7409182
SNRNP48	-2.7410545
PIGM	-2.74156
TBC1D2	-2.7417734
CDH8	-2.741866
TIMP2	-2.7420578
KCNJ16	-2.742911
SLC35A2	-2.7430422
CHD1L	-2.7432978
ATXN7L1	-2.7437513
CKB	-2.7442064
MEP1B	-2.7443516
NMU	-2.7445266
VPS41	-2.7445297
SLC22A17	-2.7445924
ULBP2	-2.744651
FH	-2.7449467
PSMA4	-2.7450154
SETDB1	-2.745046
RP1L1	-2.7450955
TRIM31	-2.74549
TUBB8	-2.7459805
CHRNA4	-2.7462206
RPL19	-2.7462313
PDSS2	-2.7470741
FJX1	-2.7472484
MAMLD1	-2.747297
SENP3	-2.7473183
NPC1	-2.7474048
TTR	-2.7483013
SLC2A5	-2.7483904
KLF15	-2.7486038
RARRES2	-2.7486675
GNG8	-2.7494686
SENP2	-2.7496815
PNPLA3	-2.749853
SFPQ	-2.7498786
MT-ND5	-2.749936
PPIG	-2.7500823
CRABP2	-2.750145
ACAT2	-2.7503273
ABI3	-2.7505538
UBB	-2.7510357
MAVS	-2.7516563
JUP	-2.751662
PNN	-2.7519941
STOM	-2.7522466
NFAM1	-2.753083
CMSS1	-2.7531106
EFNA4	-2.7532356
RAB8A	-2.7532794
CD34	-2.7533636
TMED3	-2.7540429
FGF3	-2.7541206
PRRT2	-2.7542102
PDIA6	-2.7543468
OTOF	-2.7545373
DHX16	-2.754897
CABLES1	-2.7551022
GIMAP5	-2.7553842
IRF2BP2	-2.7556503
TERT	-2.7560322
NUP88	-2.7560358
PTN	-2.7569878
ABHD12	-2.7577066
RPL39L	-2.757798
NDUFB5	-2.75799
ARHGEF10L	-2.7583046
IL17RD	-2.7583945
PLCB2	-2.7584546
AP5Z1	-2.7585518
SHBG	-2.7586396
CASP2	-2.7587912
GPHA2	-2.7589462
SESN1	-2.7590492
MAPK13	-2.7594044
ASB16	-2.7594612
SRPK1	-2.7595508
MYH7	-2.7596195
ZNF85	-2.759793
NEO1	-2.7598398
OPCML	-2.7599542
SNTG1	-2.7604725
ARHGDIA	-2.7605855
PCDH18	-2.761103
HK2	-2.7614844
PHF2	-2.761917
IL10RB	-2.7619512
GLUL	-2.7622135
ESYT3	-2.7622442
SPAG17	-2.7629402
SNURF	-2.7632725
DDX39A	-2.7634535
SV2B	-2.7638347
SNX18	-2.7643335
IFITM1	-2.7647703
SYT11	-2.7649376
S100A11	-2.7653606
PRICKLE2	-2.7655237
