	score
HMGB1	-1.9355059
NEUROD1	-1.9359412
B4GALT5	-1.936174
PGR	-1.9366016
GPR83	-1.9378319
CACNA2D2	-1.9379143
SEC31A	-1.938271
TPM1	-1.9388657
PKN1	-1.9395809
NOS2	-1.9397259
MYOF	-1.939833
CENPF	-1.9412574
AMOTL1	-1.9417533
POLR2H	-1.9417773
ADCY2	-1.9422088
MYL7	-1.9423342
PLXNB2	-1.9429269
WNT4	-1.943624
PHKB	-1.9455267
PPP2R5A	-1.9460201
PPIP5K2	-1.9466448
DNAH1	-1.9480247
FKBP4	-1.9482666
SGK1	-1.9484035
PTPRK	-1.9487213
HECW1	-1.9500424
PAK3	-1.9501623
TLE4	-1.9505857
SEC23A	-1.9527575
VCAM1	-1.9529061
ZWINT	-1.9536886
DCAF13	-1.9560722
PYGB	-1.9561415
HEY2	-1.9562286
PRKAA2	-1.9571661
RPS2	-1.9572309
FADD	-1.9578757
TPTE	-1.9582542
CLTB	-1.9592414
LAMA4	-1.9600769
TOP2A	-1.9602944
EIF2AK4	-1.9610176
PYGO1	-1.9611083
RBBP7	-1.9613732
NUP155	-1.9615024
EPB41L3	-1.9616613
TPM3	-1.9618522
TAF2	-1.9623322
KCNMA1	-1.964181
LUM	-1.9647559
ANK1	-1.9650578
NFIX	-1.966013
SLC7A5	-1.966021
JUP	-1.966473
MSN	-1.9665052
SLC12A2	-1.9669491
PCDHGB3	-1.9675609
INTU	-1.9676857
THOC5	-1.9681381
ACTR2	-1.9683985
DAP3	-1.9687023
CTBP1	-1.9687754
FANCB	-1.9710318
NFIA	-1.9711847
TRIM2	-1.9715616
CCAR1	-1.9716233
MYLK3	-1.972102
CACNG6	-1.9722543
PI4KA	-1.9727591
DVL1	-1.9749323
KPNB1	-1.9752237
EPN1	-1.9757704
NOS1	-1.9763998
FZD2	-1.9771622
RPS6KB1	-1.9773927
IKZF1	-1.9779221
RUVBL1	-1.9779611
CEP152	-1.9784287
CD209	-1.9787573
KLC1	-1.979364
INSRR	-1.9826978
ARHGEF6	-1.9834061
SESN1	-1.9844121
SEC13	-1.985041
PARP14	-1.9858655
HTR2A	-1.9858986
MCM2	-1.9859948
CENPT	-1.9870167
STK4	-1.9879106
RPS6KA2	-1.9895611
EME1	-1.9897236
BMP1	-1.9898726
MCM4	-1.990336
LRP5	-1.9908266
EPO	-1.9916221
GEMIN4	-1.9919382
ZBTB16	-1.992822
RAN	-1.99291
CD3G	-1.993392
TUBB3	-1.9935251
SNCA	-1.9939123
NRG2	-1.9944402
MYL9	-1.9948772
TBC1D15	-1.9951006
CSPG4	-1.995358
RB1CC1	-1.9953595
CENPI	-1.9956884
PLCD3	-1.996748
SMARCC1	-1.9967623
HCFC1	-1.9967718
BMP6	-1.9967865
CLASP2	-1.9979426
DNA2	-1.9998446
PCDHA1	-2.0017242
CYSLTR2	-2.0024037
RGS3	-2.0025735
EZR	-2.0027294
ZNF420	-2.0027792
TUBB2B	-2.00356
MAPK9	-2.0041215
IRS4	-2.0042965
DDX6	-2.00457
HLA-DQA1	-2.0048878
MUC3A	-2.0072494
CIITA	-2.0087657
PTPRF	-2.009371
IFNGR1	-2.0098941
LRRC7	-2.0099103
MTMR4	-2.0105991
CACNA1H	-2.0106094
PCDHA11	-2.0107965
ARRB1	-2.0112715
GEMIN5	-2.0119965
NDE1	-2.0125265
TIAM2	-2.0135314
LEP	-2.0189092
TF	-2.0190685
COL14A1	-2.0194077
MED16	-2.0209103
THRA	-2.020988
EPHX1	-2.0216548
PPL	-2.0221508
LRP1B	-2.02369
FREM1	-2.0243442
KALRN	-2.0252557
EHMT1	-2.0253165
A4GNT	-2.0254402
BRD2	-2.0255663
VAV3	-2.0259755
ZAP70	-2.0262115
SERPING1	-2.0264018
KCNJ3	-2.0271175
MND1	-2.0285745
CXCL10	-2.0296385
SEC61A1	-2.0297394
HLA-E	-2.029762
FGF19	-2.0316675
RAB8A	-2.0324466
LAMB1	-2.0338392
CHD8	-2.0343943
CACNA1G	-2.0351937
PGF	-2.035276
LTA	-2.035449
PARG	-2.0366895
PPIB	-2.0375788
NFIC	-2.0392225
ELN	-2.0400105
ZNF99	-2.0403726
SUFU	-2.0413077
RGS2	-2.0415452
COL6A1	-2.0415642
SSH2	-2.0417254
EDN2	-2.0419564
IL2RA	-2.0432904
TLR6	-2.043708
ADCY9	-2.0437434
ERCC6L	-2.0437784
USP6	-2.0439212
ARHGEF10	-2.0454302
MSH3	-2.0460284
MAD2L1	-2.0477061
SYT1	-2.0482647
NEDD4L	-2.049271
SMURF1	-2.0493581
MAP2K3	-2.0496666
CACNB4	-2.0498183
SFN	-2.0499923
MDK	-2.05082
UNC5C	-2.051239
SH3BP5	-2.0525935
VMP1	-2.0536902
RNF43	-2.0537465
ROBO3	-2.0542438
TAOK1	-2.0545561
EEA1	-2.0547159
CNTRL	-2.05499
ATP6V1C2	-2.0551193
HNRNPUL1	-2.0555165
POLR2A	-2.0560553
ECE1	-2.0563948
MYL2	-2.0564404
CD180	-2.0584877
FANCF	-2.058853
WDR5	-2.0600865
MED6	-2.0601099
PTPN3	-2.0602624
RBM5	-2.060271
USP33	-2.0614138
MIA3	-2.0615556
UBE2D3	-2.061633
SND1	-2.0626523
NFATC4	-2.0632339
IL22RA1	-2.063421
SV2B	-2.063554
WNT11	-2.0642555
GREM1	-2.064902
FNIP1	-2.064915
RALGAPB	-2.0650938
ATG16L1	-2.065153
ROR2	-2.0653687
U2AF2	-2.0661685
MYO5A	-2.0667038
WNK2	-2.0670455
NPAS2	-2.0671678
CASC3	-2.0672638
PHF20	-2.0688317
FGG	-2.0693748
PER1	-2.0714214
BAP1	-2.0720918
MYO10	-2.0722518
GNG11	-2.0722644
TCF7	-2.072709
ADCY1	-2.072813
SMG1	-2.0735626
CSF2	-2.0745997
GRK5	-2.074601
ALS2	-2.0746286
PML	-2.0747623
TRIOBP	-2.0750692
GABBR2	-2.0751123
ECT2	-2.075143
RNF128	-2.075573
LIN9	-2.0765646
IL27RA	-2.0771244
F2RL2	-2.077136
GNG3	-2.0771759
PPFIA2	-2.0787752
DNAH17	-2.078837
XCL1	-2.0797942
DNAH10	-2.0798461
CENPJ	-2.080223
MLH1	-2.0813215
DYNC1I2	-2.08226
APH1A	-2.0837708
MBD1	-2.0854237
AVPR1A	-2.0854619
C2CD3	-2.0857184
CALR	-2.0860581
SOS2	-2.0860813
SPTBN5	-2.0861075
PAN2	-2.0868595
NUP50	-2.088082
IFIH1	-2.0881827
SCP2	-2.0885103
WASF2	-2.0888045
ADAMTS5	-2.088886
TEC	-2.0889456
TREM2	-2.0904014
COL4A2	-2.090511
SLC9A1	-2.091001
DTX4	-2.0910797
XPO1	-2.0910933
PINK1	-2.0919847
C1QB	-2.093456
TFAP2A	-2.0937893
C9	-2.0937903
ZFP36	-2.0939014
TUBA4A	-2.0940244
EPHA7	-2.0941534
MCM6	-2.094374
CCNH	-2.094395
CD80	-2.0952168
DLX5	-2.095913
COL7A1	-2.0959866
NOTUM	-2.0960886
TP53BP2	-2.096729
ABCA1	-2.096731
CPSF3	-2.0969343
SMARCD1	-2.097926
ARHGEF17	-2.098315
P3H1	-2.098319
JMJD1C	-2.0998545
COL11A1	-2.1006114
RIPK3	-2.1007457
EGLN3	-2.1007931
LAMA2	-2.101207
FOXA2	-2.1019127
TGFB3	-2.1021585
MED15	-2.1023133
RGMB	-2.103211
BOP1	-2.1034002
F2R	-2.103863
KCNMB1	-2.1040416
DNM2	-2.1041481
RNPS1	-2.104184
PIAS4	-2.104759
NDC80	-2.1057403
IPO8	-2.1093445
TLR1	-2.1095028
MAP2K2	-2.1097386
RAD51C	-2.1114008
BAX	-2.111941
MAF	-2.1124983
RGS6	-2.1129243
CCR5	-2.1143353
ELL	-2.1147766
NCAN	-2.1148224
GRM8	-2.1148963
MTIF2	-2.1184795
POLR2G	-2.118677
PCDHA8	-2.1190674
FNBP1	-2.1195042
GTF2H2	-2.1203208
EIF4B	-2.1213796
ARFGEF2	-2.1227434
PSEN1	-2.122906
EVC	-2.123237
KPNA4	-2.1236925
COL18A1	-2.1242023
GPC3	-2.1249511
DAAM1	-2.1260912
CHML	-2.126601
HOXB13	-2.1294734
DLL1	-2.1295877
AIM2	-2.1299589
LATS2	-2.130894
NTNG1	-2.1311152
BCR	-2.132763
AGT	-2.1328528
MED8	-2.133073
IREB2	-2.1343591
ITSN2	-2.1344178
ADAMTSL1	-2.1346858
POLR2B	-2.1352525
PPP2CB	-2.1360245
NR4A2	-2.136064
SFRP1	-2.1367826
RBBP5	-2.1374118
ITSN1	-2.1380537
CDH23	-2.1381671
DHX33	-2.138243
IFT88	-2.1388686
EML4	-2.139353
MASP1	-2.1396987
LPAR3	-2.1401684
SRSF2	-2.1408703
CAMK2A	-2.1445217
UGT2B11	-2.1446617
SRSF10	-2.1446831
HNRNPA2B1	-2.1446927
PLCD4	-2.1450782
MYBL2	-2.1451123
FZD1	-2.145125
SOCS2	-2.1453772
APOA1	-2.1461477
BMP7	-2.1462152
TCF4	-2.146394
JUNB	-2.1466577
PDP2	-2.1467028
NR3C2	-2.1475668
CSF3R	-2.147862
COL17A1	-2.148078
RRAGD	-2.1485891
PCDHGA3	-2.1489673
GNB2	-2.1496913
UBE2C	-2.149808
LAMA1	-2.1513245
GTF2H4	-2.151966
TNR	-2.1528718
NOD1	-2.1535976
PPBP	-2.1551778
GPC4	-2.156351
ANAPC7	-2.1572597
CHAF1A	-2.1576107
ATP2A1	-2.158169
PPM1B	-2.1587126
MUC1	-2.1593344
PIK3C2B	-2.159758
TGM1	-2.160014
CCND3	-2.161535
KIF5A	-2.1619966
ESCO2	-2.16311
PTPN1	-2.1660624
UGT1A3	-2.1664245
RCC2	-2.1664672
ACVRL1	-2.1666842
ITGB8	-2.1679575
CYP2C19	-2.1679883
CTC1	-2.1682618
PPP1R12B	-2.168265
GRM3	-2.1685889
UBE4B	-2.1694496
KEAP1	-2.169845
GDF7	-2.1698465
SETD1A	-2.1698952
ANGPT4	-2.1700957
CCNF	-2.1702073
C7	-2.1709642
SHPRH	-2.1709812
HLX	-2.1713073
EDNRA	-2.1716297
PARD6B	-2.1719458
SRSF7	-2.174876
CFLAR	-2.175547
NOD2	-2.17719
MAPK14	-2.178799
FEN1	-2.1789675
GOLGA2	-2.1794415
CEBPA	-2.179546
ITGB5	-2.1796112
BDNF	-2.18111
TNFRSF14	-2.1812084
PDE4B	-2.18193
CLDN5	-2.1826677
RAP1B	-2.1845002
TOP1	-2.184971
CPSF1	-2.186925
CCT5	-2.1874888
AURKAIP1	-2.1900477
ZNF662	-2.1906583
SNAI1	-2.1912625
CUBN	-2.1914876
ZNRF2	-2.1918337
DDX58	-2.1930382
INTS1	-2.193515
HSPA5	-2.1935394
DCP2	-2.1935756
GCC2	-2.1946259
SUZ12	-2.1961298
GALNT13	-2.1968377
MCM8	-2.197411
ABI2	-2.197943
GRIN2C	-2.1981146
PGAP1	-2.1981537
SERPINE1	-2.198278
NID1	-2.1988006
CD86	-2.1997206
PLTP	-2.199783
TNFSF8	-2.1998649
PIP5K1B	-2.2007344
CCL13	-2.201297
PDE1A	-2.2022362
DPYSL4	-2.20249
HBA1	-2.2025716
ANKRD28	-2.202914
PRSS3	-2.2033162
RAB6A	-2.203841
DDX21	-2.2038648
OPRM1	-2.2045705
MORF4L1	-2.2051268
SNRPD3	-2.2055674
RAB33B	-2.206433
PTPN2	-2.2069352
FCGR3A	-2.2073457
EVPL	-2.2082636
ATP2B4	-2.2083247
SOCS6	-2.208455
SRSF6	-2.208557
GRIA3	-2.209304
SRGAP3	-2.2099679
ACTR1A	-2.2103362
FNBP1L	-2.2109854
EFNA5	-2.2113936
MOB1B	-2.211603
PACSIN1	-2.211777
VTN	-2.213178
SETDB1	-2.2135687
NPR1	-2.2139394
TAB3	-2.2140768
PHC3	-2.2141793
LIF	-2.2144258
CLSPN	-2.2148156
CNOT2	-2.2148254
PMS2	-2.214845
RFC4	-2.2152524
PER2	-2.2155206
CCL5	-2.2155216
EXO1	-2.2155526
PPP1CA	-2.2160714
CBX4	-2.2163432
FZD5	-2.2165864
PLA2R1	-2.2174804
EIF2AK3	-2.2180202
GRK1	-2.2185538
KCNJ9	-2.21902
TPM2	-2.2190745
NTF3	-2.2193775
FCN1	-2.2195346
TUBB	-2.2197273
HERC5	-2.2206616
KIF18A	-2.2210763
KPNA2	-2.2211244
C6	-2.2212305
ANO2	-2.2216558
CFD	-2.2217417
PDCD11	-2.2217522
DLG5	-2.2223616
WWC1	-2.2225914
CEP162	-2.2228563
SSRP1	-2.2241354
ADCY8	-2.2243948
DCC	-2.224635
STIL	-2.2247198
RASGRP4	-2.2249966
SEC24A	-2.2250931
MMP13	-2.2258132
PC	-2.2260122
C1QA	-2.226209
GPR17	-2.2263787
CXCL1	-2.2284827
NRXN1	-2.2291453
WASF3	-2.229231
SLC7A11	-2.2296875
CILP	-2.2298715
REV1	-2.231541
MED17	-2.2316544
CLIC5	-2.2321017
LHCGR	-2.2326186
KIF5C	-2.232869
CITED2	-2.233121
ATP2B1	-2.2333186
NPY	-2.2333705
POLR3H	-2.233864
MED25	-2.2352972
IL12RB1	-2.2359927
DENND4C	-2.2365239
TMBIM6	-2.2385607
IL20RA	-2.2396216
DUSP1	-2.2397442
TTK	-2.2409167
CCNT1	-2.2410662
ACTN1	-2.2412055
HLA-DRB1	-2.2420955
RAB3IP	-2.242305
PSME2	-2.2426264
PF4	-2.2433596
F5	-2.243407
B3GNT7	-2.2449167
CHST6	-2.2451441
ATP2B3	-2.2454302
OSBP	-2.2457602
ZNF638	-2.2457614
ATP1A2	-2.2465067
NXF1	-2.2470553
UBE2D2	-2.248175
MAP3K12	-2.24923
BACH1	-2.249824
CHRM3	-2.2499402
CNTN5	-2.2511919
CDH2	-2.2512116
C8A	-2.2513225
THRAP3	-2.2522192
SPHK2	-2.2526476
MMP15	-2.2534606
NCK2	-2.2535846
PRSS1	-2.2537875
ITGA7	-2.2542675
MINK1	-2.254303
PCDHA5	-2.2543986
PCDHB7	-2.254904
MTA2	-2.2549274
DAPK1	-2.2554305
E2F7	-2.2560627
CAPZA1	-2.2572842
TNFSF15	-2.2579627
NEFH	-2.2589254
RASGRP2	-2.2590027
TNNI3	-2.2593718
ADCY3	-2.2594817
ATF6B	-2.25977
STX2	-2.2598162
GZMA	-2.2601101
WNT1	-2.2623942
MNAT1	-2.2625258
CPE	-2.2628186
SATB1	-2.2635348
RIMS1	-2.263615
ITGA8	-2.2643034
GTF2H1	-2.2656937
RAB13	-2.2673833
PTH1R	-2.2674737
EIF3B	-2.2694428
MMP24	-2.2698977
SCD5	-2.2701147
TAOK2	-2.2707794
TCHH	-2.271438
CORIN	-2.2716596
S1PR3	-2.2717364
ZMIZ1	-2.2719154
ZNF184	-2.2721918
HMOX1	-2.2722142
COL5A2	-2.272391
PDP1	-2.2723992
OAS3	-2.272886
RFC1	-2.2734363
AMOT	-2.2738485
NCSTN	-2.2739336
ZFP36L2	-2.2744515
HMGCS1	-2.2745428
XRCC2	-2.274551
RASGRP3	-2.275059
ZBTB17	-2.2751226
MYL6	-2.2757087
CLCA1	-2.275797
NEFM	-2.277356
DLG3	-2.280142
PIK3R5	-2.2802649
UNC5B	-2.2803943
ZNF521	-2.280516
CNGB3	-2.2809854
BARD1	-2.2816346
IRF1	-2.282503
TTC21B	-2.2828846
MARK3	-2.2835662
HTR1F	-2.2835996
ERCC8	-2.284574
PPP2R5E	-2.2848337
FOXM1	-2.285571
CYP17A1	-2.2856033
ATP7A	-2.287883
RSPO1	-2.2889092
C1QC	-2.289606
CCR9	-2.2916634
ANGPT2	-2.2921884
SH3KBP1	-2.2922394
HES6	-2.2922716
OTOGL	-2.2925546
PSMB5	-2.293063
PCDHB13	-2.293651
PCDH10	-2.295107
NAA30	-2.2958562
TYROBP	-2.2963839
GBF1	-2.2964003
NUP160	-2.2971919
DCLRE1C	-2.2979517
PPP1R14A	-2.2981873
ARHGAP31	-2.298207
SESN3	-2.2987146
HNRNPK	-2.298997
NLK	-2.2993777
SEPTIN2	-2.2994742
ATP6V1B2	-2.3003798
ITGA5	-2.3013418
HPGDS	-2.3016956
RNF146	-2.3020668
RIPK2	-2.3024511
KIR2DL3	-2.3025866
MAPKAPK5	-2.302986
CYP2C18	-2.3035672
CSNK1A1L	-2.3038719
ADH1A	-2.3041716
ACSL1	-2.30424
KPNA1	-2.304651
CACNG7	-2.3055935
OGDH	-2.305601
BCL2L11	-2.3059216
COG3	-2.305946
BBS2	-2.305984
CTSV	-2.306327
CD163	-2.3070886
FZD10	-2.3072977
RAD51AP1	-2.3074844
CR1	-2.3082407
COL5A1	-2.3094444
SNAP25	-2.3097441
RFC5	-2.3100872
PCSK6	-2.310868
H3C1	-2.3112183
PCDHB2	-2.3115323
SMG5	-2.3118467
ATP2A3	-2.3123033
ERN1	-2.3129044
UPF1	-2.312993
STRADA	-2.3132079
LHX2	-2.3133984
RAG2	-2.3140552
LIN54	-2.3157895
GNG5	-2.3165338
C4A	-2.316785
EYA2	-2.3168428
WNT3	-2.3169215
PPP5C	-2.3172362
CREB3L4	-2.3178737
CFP	-2.3183382
METTL14	-2.319043
GALNT3	-2.3192523
ITGA6	-2.3204362
CKS1B	-2.3224313
GPR45	-2.3227956
ZNF324B	-2.3229454
CEBPB	-2.3230007
RAP2B	-2.3232362
HNRNPA3	-2.323342
LATS1	-2.3236315
KIF5B	-2.3243685
NEK2	-2.3245513
PHLPP2	-2.325659
HNRNPU	-2.3260975
POU2F2	-2.3262672
H3-3A	-2.3264656
DGKE	-2.3271246
POLR2E	-2.328328
GSTM5	-2.330014
ECSIT	-2.3300247
CENPE	-2.3309488
CACNA1B	-2.3315856
NONO	-2.3315995
EPC1	-2.3322182
COL3A1	-2.3323271
RGS7	-2.332509
CD22	-2.3328874
SUGP1	-2.333526
RAE1	-2.334245
KLHL2	-2.3351386
TNFSF13B	-2.3351698
TADA3	-2.335576
HTR2B	-2.3358686
STAG3	-2.3363373
AXL	-2.3373868
TRIM36	-2.3376453
DLG2	-2.3376725
SMG6	-2.3380063
EIF2AK1	-2.3387878
MLXIP	-2.3388188
HLCS	-2.3388715
PTN	-2.340226
PLIN2	-2.3410943
GEN1	-2.3417404
FZD7	-2.3420227
COPA	-2.3424196
LIMD1	-2.3425932
PDS5A	-2.3428154
PABPC5	-2.342951
CXCR6	-2.3432689
RORC	-2.3435485
ATXN2L	-2.344317
ID4	-2.3448193
POFUT2	-2.3448737
MED29	-2.3463984
CCT4	-2.3465567
UBE2T	-2.3473814
CYP1B1	-2.3474538
RORA	-2.3475022
BUB1	-2.347923
RECK	-2.3479388
SNX2	-2.3481762
TUBB6	-2.349286
GTF2I	-2.3493845
IFNGR2	-2.3494308
KLHL13	-2.3494978
TTF2	-2.3497488
PPP1R1B	-2.3503428
FBN2	-2.3507063
IGFBP5	-2.351161
GPC2	-2.351526
SYNJ2	-2.351645
HTR1E	-2.3519068
ARHGEF4	-2.3522446
TAF6	-2.3524
FGB	-2.3532813
REEP1	-2.3533285
SOX17	-2.3533976
SPHK1	-2.353966
DENND1A	-2.3556716
PPP1R3C	-2.3561733
LNPEP	-2.3570857
NCAM1	-2.3572834
EIF5A	-2.3582656
PCDHB8	-2.359121
ARHGEF12	-2.3592803
POLK	-2.3594306
CDC25B	-2.3594904
VEGFC	-2.359771
ZNRF3	-2.35978
INO80	-2.359994
DENND5A	-2.3601449
BID	-2.3602793
EXOC7	-2.3603675
TSHR	-2.360759
FDX1	-2.3612518
TDRD6	-2.3616726
MAP3K11	-2.361886
LRIG1	-2.361927
F8	-2.3620481
S100A8	-2.362591
PCDHB12	-2.362879
PTGER3	-2.363371
TERT	-2.36494
VIM	-2.3651812
TFE3	-2.3652265
RARB	-2.36531
TIMP2	-2.365602
KIR3DL2	-2.3663573
PPP1R12A	-2.3663712
CXCR5	-2.3666189
PLXNC1	-2.366625
TBX21	-2.3683498
CNTFR	-2.3684487
ANAPC2	-2.369511
SLC4A4	-2.3705716
C4B	-2.3709943
HSPA4	-2.37125
MYO3A	-2.3713982
GTF2H3	-2.3716516
PCM1	-2.3721209
GSPT2	-2.3726425
IGFBP3	-2.373311
PTPRM	-2.374843
HNF1A	-2.3749986
HLA-G	-2.3750782
COL9A1	-2.376931
FCN2	-2.3769743
TNIK	-2.3772733
FOXO4	-2.3778546
GRIA2	-2.3800955
KCNJ5	-2.3807685
SMAD7	-2.381428
ADCYAP1R1	-2.3817725
CALML5	-2.3820245
POLR3A	-2.3822765
IL1A	-2.3827622
PSMB7	-2.3829987
WDR48	-2.3831327
OSM	-2.3832483
CEP57	-2.383272
SMAD5	-2.3833091
CSNK1A1	-2.383786
HTR1A	-2.3841813
SRSF11	-2.3846939
PLCD1	-2.385783
IRF4	-2.3860252
PDGFD	-2.3864636
CACNA1D	-2.3866737
NPHP4	-2.387291
PAPPA2	-2.3882148
CENPH	-2.389234
SPTB	-2.389409
TNK2	-2.389419
PRIM2	-2.3905706
IL20RB	-2.3906171
UBE2B	-2.3906298
PI3	-2.390668
TRIB3	-2.3906982
DOCK8	-2.391504
DCUN1D3	-2.3916883
CNOT3	-2.391705
EFNA3	-2.3928607
DUSP7	-2.3934155
ADAMTS2	-2.3937984
ZNF516	-2.394013
DSP	-2.3947968
CAMK4	-2.394942
ADAR	-2.3959525
AFF4	-2.3964336
EIF2AK2	-2.3969529
ATP2A2	-2.3971517
FPR1	-2.3972158
SMAD6	-2.3972285
CUL4A	-2.3983254
FSTL1	-2.3991249
EXOC1	-2.3992777
KDM6B	-2.399321
PTPN22	-2.3994036
PKNOX1	-2.399532
CX3CR1	-2.4000895
PTBP1	-2.4001274
CD40	-2.4002256
COPS4	-2.400707
PDE3B	-2.4007185
CNOT6	-2.4021294
EIF3I	-2.4021957
CBX6	-2.4023516
KLHL3	-2.4026783
PIK3R4	-2.402822
ANAPC10	-2.4031713
PMPCB	-2.40354
FANCE	-2.403639
BMP8B	-2.4037592
MEF2A	-2.4038887
ANKRD27	-2.4040258
HEXA	-2.4049642
DISP1	-2.4057322
GALNT15	-2.4070256
MTNR1B	-2.407089
FLNB	-2.4076457
SLIT2	-2.4077334
TRIM25	-2.407856
BTC	-2.4079003
CNGB1	-2.409448
CCL28	-2.4099228
TUBB4A	-2.4105604
SP100	-2.4109385
TBC1D1	-2.4116602
HBB	-2.411805
NLGN1	-2.4124515
HCLS1	-2.4127038
VAMP3	-2.4127162
SGIP1	-2.4130673
HS6ST1	-2.4133954
PCDHB5	-2.4137564
GLI2	-2.4144325
KDM3A	-2.4144528
TRIM24	-2.414542
NCKAP1L	-2.4149606
SLC8A3	-2.4150035
ICAM1	-2.4160774
APOBEC3G	-2.416342
HNRNPM	-2.4169407
CDK2	-2.4169714
TGM2	-2.4170904
PPARGC1B	-2.417121
KCNJ6	-2.417208
HTR2C	-2.4174447
HEATR1	-2.4174678
EXT1	-2.4174988
AAAS	-2.4182484
OBSL1	-2.419445
GPC1	-2.4198024
PPP6R1	-2.4198692
SMARCB1	-2.4208276
ONECUT1	-2.4211824
GPIHBP1	-2.4212573
RALA	-2.4212782
EEF2	-2.4213114
CPLX1	-2.4214604
SIRPA	-2.421545
RANBP10	-2.4218638
CCNB3	-2.4224577
MUS81	-2.422764
RAB3GAP1	-2.423127
CLIC2	-2.423288
CD3D	-2.424223
E2F6	-2.4242656
UNC13B	-2.424512
RAB39B	-2.4246562
APBB1	-2.4248574
KLF5	-2.4256608
STX6	-2.426233
IHH	-2.4265382
PLCL2	-2.4275956
HLA-DQB1	-2.42874
FBXO17	-2.4297688
SPAG9	-2.4308453
PPP2R2C	-2.4317002
LRRC4C	-2.431752
UBTF	-2.4318104
XBP1	-2.4318202
SUPT5H	-2.433555
PSMA7	-2.4337447
CDC16	-2.4343212
PSMC6	-2.4344356
DOCK11	-2.4346879
CPEB2	-2.4347436
CACNA1E	-2.4348633
RNF19A	-2.4360192
CHST8	-2.436412
PSMB4	-2.4364717
C2	-2.4366758
SLK	-2.436774
CLIP1	-2.436993
DIAPH1	-2.4373808
CEP72	-2.4375236
NFYB	-2.4377303
PSMD9	-2.4377759
DSN1	-2.438268
GNG7	-2.438553
CYP2E1	-2.438686
CYLD	-2.439682
TACR2	-2.4402509
SOD2	-2.4403036
CGN	-2.4405372
ATP1B2	-2.4413862
NDC1	-2.4415972
LBP	-2.4416316
KDM4A	-2.442169
TRIM13	-2.442613
SAFB	-2.443331
TAF1D	-2.4443495
ALK	-2.444774
ZNF440	-2.4447823
KCNK9	-2.444986
ITGB3BP	-2.4455848
GRIK1	-2.4460251
EFNB3	-2.4463446
SLC27A4	-2.4466562
BGN	-2.4472668
CBX3	-2.4477289
PRELP	-2.4479082
F12	-2.4480782
HTR5A	-2.4483242
RAB31	-2.4489233
CDH3	-2.4489424
ALDOA	-2.449119
SEC24C	-2.4491482
HSD11B1	-2.4495614
ATP6V0A1	-2.4496164
PHC1	-2.4500945
SRRT	-2.4501178
MTMR8	-2.4501474
ERAL1	-2.450927
TRIP10	-2.4510806
IGHV3-11	-2.4514458
SV2C	-2.451518
CELSR1	-2.4519045
CACNG3	-2.452123
FGF14	-2.4531465
YWHAQ	-2.453152
SNX13	-2.45453
SRSF1	-2.4551413
CREM	-2.455235
COL12A1	-2.455528
PDCD1LG2	-2.4559507
ACOX1	-2.4561627
MRPS9	-2.4561937
IL10	-2.4564452
ITGA10	-2.4576786
HLA-DPB1	-2.458028
F10	-2.458175
CHST1	-2.458505
COL23A1	-2.458731
PCSK5	-2.458863
YWHAH	-2.4591124
ERCC6	-2.4592898
ZNF611	-2.459327
SMARCD3	-2.459329
ARNT2	-2.4603136
PPFIA1	-2.460376
IRAK2	-2.4604194
ENGASE	-2.4605687
SHC4	-2.4606602
AFG3L2	-2.4609442
GNGT2	-2.4610121
SIRT1	-2.4610612
NKD2	-2.4614186
RBL2	-2.461813
LIMK1	-2.4618833
PAPOLA	-2.4620297
DHTKD1	-2.4622352
APC2	-2.4624634
HMGA1	-2.4625227
PIK3R6	-2.4628646
CD19	-2.4630003
F2RL3	-2.463485
DYRK2	-2.4638355
INHBA	-2.4642239
IRF9	-2.4642823
SNAI2	-2.4652333
SMC5	-2.4654148
DOCK2	-2.4656086
SPRR1A	-2.465786
DCAF11	-2.4659195
KDM1A	-2.4665985
NAT8	-2.4666114
CRTC2	-2.4671192
KIR2DL1	-2.4674463
PRKAR2B	-2.4674866
PRKACG	-2.468579
FAN1	-2.4697855
ATXN2	-2.4700422
ADAM15	-2.4705503
HNRNPD	-2.470889
KIF2A	-2.47207
TERF2	-2.4729512
FBXO11	-2.4731257
CACNG4	-2.4751809
ADH4	-2.4752235
MFGE8	-2.4753478
C3AR1	-2.4754224
CDKN2B	-2.4761362
PPP3R1	-2.4762495
GBE1	-2.4766035
NEDD1	-2.47666
RASGRF1	-2.477292
KIF23	-2.4778168
MYO5B	-2.477976
KCNJ8	-2.4789147
TOPORS	-2.4793663
TIRAP	-2.4798179
KIF2C	-2.4801133
SSTR5	-2.4809878
PTGFR	-2.4811013
MUC5AC	-2.4814107
LMOD1	-2.481837
FRMD6	-2.4822085
MASTL	-2.4823058
GPR15	-2.4832823
HNRNPL	-2.483823
TSPAN7	-2.4849565
NFKBIE	-2.4851964
F13A1	-2.486066
MTF1	-2.4863613
MRPS31	-2.4866455
NFYA	-2.4868724
FAS	-2.4870107
TRPC6	-2.4872637
RNF168	-2.4875972
PYGL	-2.4876447
RPA3	-2.4878368
PLA2G5	-2.4879446
MARK4	-2.489579
DYNC1LI2	-2.490012
AGL	-2.4907818
ASAP1	-2.4931715
NCAPG2	-2.4932003
ARHGEF2	-2.4934022
PDE4D	-2.4934652
ACTC1	-2.4935076
CABIN1	-2.4942846
ROBO2	-2.4947407
